origin_date,target,target_end_date,horizon,location,team_id,model_id,metric,value_absolute,value_relative,n_models,rank,rank_score
2024-10-23,ILI incidence,2024-10-20,1,IE,MRC_GIDA,Prophet,WIS,1.16481842147929,-1.0536970074729815,18,11,0.7365037632731302
2024-10-23,ILI incidence,2024-10-20,1,IE,QMUL,ARIMA,WIS,1.24714672048991,-1.1522231314855111,18,14,0.7118766260055354
2024-10-23,ILI incidence,2024-10-20,1,IE,RIVM,KFdlm,WIS,1.15703339622974,-1.0440224370943467,18,10,0.7388325237085623
2024-10-23,ILI incidence,2024-10-20,1,IE,fjordhest,ensemble,WIS,1.60407826086957,-1.5153364612792477,18,15,0.6051065099494509
2024-10-23,ILI incidence,2024-10-20,1,IE,respicast,hubEnsemble,WIS,0.766206143267128,-0.44939642869740726,18,6,0.8557419767434858
2024-10-23,ILI incidence,2024-10-20,1,IE,respicast,quantileBaseline,WIS,0.561130434782609,0.0,18,4,0.9170869539116162
2024-10-23,ILI incidence,2024-10-20,1,IE,safinea,syndromic,WIS,3.62694389657391,-2.6923463597097617,18,18,0.0
2024-10-23,ILI incidence,2024-10-20,1,IS,respicast,quantileBaseline,WIS,0.752652173913044,0.0,1,1,0.0
2024-10-23,ILI incidence,2024-10-20,1,IT,respicast,quantileBaseline,WIS,151.019243478261,0.0,1,1,0.0
2024-10-23,ILI incidence,2024-10-20,1,LT,ECDC,SARIMA,WIS,2.81920624636549,-1.3955693681691468,16,16,0.0
2024-10-23,ILI incidence,2024-10-20,1,LT,ECDC,soca_simplex,WIS,0.667001390756177,0.683957983037262,16,9,0.8047369139623944
2024-10-23,ILI incidence,2024-10-20,1,LT,ISI,FluABCaster,WIS,0.144785801288348,2.887727624036762,16,1,1.0
2024-10-23,ILI incidence,2024-10-20,1,LT,ISI,FluBcast,WIS,0.183845749420943,2.543151931290683,16,2,0.9853949859662143
2024-10-23,ILI incidence,2024-10-20,1,LT,ISI,SEIR_BRW,WIS,0.35354201363921,1.5997660827735551,16,5,0.9219433830102803
2024-10-23,ILI incidence,2024-10-20,1,LT,ItaLuxColab,EpiEKF,WIS,0.75844918311215,0.4985952309604357,16,10,0.7705434151337781
2024-10-23,ILI incidence,2024-10-20,1,LT,ItaLuxColab,EpiNetEKF,WIS,0.475397681222311,1.1725128861204046,16,7,0.8763799908340788
2024-10-23,ILI incidence,2024-10-20,1,LT,MRC_GIDA,CATBoost,WIS,0.257443672217613,2.0573909424424714,16,3,0.9578757815972292
